ID_Transaccion,Fecha_Venta,Cliente,Producto,Categoria,Sucursal,Cantidad,Precio_Unitario,Descuento
2195,2024-09-30,DataSystems,Licencia Enterprise,Software,Central,3,5000,0.06
2196,2023-08-05,CLOUDNET,Licencia Enterprise,Software,Sur,5,5000,0.07
2197,2024-05-31,TechSolutions Inc,Soporte Premium,Servicios,Norte,1,1200,0.07
2198,2023-05-23,TechSolutions Inc,Pack Seguridad,Software,Este,5,800,0.08
2199,2023-11-20,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,7,1200,0.09
2200,2024-12-19,TechSolutions Inc,Licencia Enterprise,Software,Este,2,5000,0.04
2201,2024-09-19,techsolutions inc,Consultoría Hora,Servicios,Sur,10,150,0.06
2202,2023-07-27,TechSolutions Inc,Consultoría Hora,Servicios,Norte,4,150,0.06
2203,2023-11-19,DataSystems,Soporte Premium,Servicios,Este,6,1200,0.08
2204,2024-12-28,SOFTWARE HOUSE,Licencia Enterprise,Software,Central,8,5000,0.03
2205,2023-02-15,Global Corp,Servidor Dedicado,Hardware,Sur,2,3500,0.04
2206,2024-03-10,DataSystems,Consultoría Hora,Servicios,Norte,7,150,0.07
2207,2023-04-01,Global Corp,Servidor Dedicado,Hardware,Central,2,3500,0.07
2208,2024-01-29,DataSystems,Pack Seguridad,Software,Oeste,6,800,0.08
2209,2024-04-03,SOFTWARE HOUSE,Soporte Premium,Servicios,Este,7,1200,0.04
2210,2023-07-20,DataSystems,Licencia Enterprise,Software,Oeste,3,5000,0.07
2211,2023-01-03,SoftWare House,Soporte Premium,Servicios,Central,2,1200,0.07
2212,2023-12-25,Global Corp,Servidor Dedicado,Hardware,Central,3,3500,0.01
2213,2023-05-26,global corp,Licencia Enterprise,Software,Sur,8,5000,0.06
2214,2024-05-18,Global Corp,Soporte Premium,Servicios,Oeste,2,1200,0.05
2215,2024-09-22,TECHSOLUTIONS INC,Soporte Premium,Servicios,Este,7,1200,0.01
2216,2024-10-29,SoftWare House,Consultoría Hora,Servicios,Sur,1,150,0.06
2217,2024-08-22,SOFTWARE HOUSE,Soporte Premium,Servicios,Central,10,1200,0.0
2218,2024-09-30,DataSystems,Servidor Dedicado,Hardware,Norte,2,3500,0.09
2219,2023-08-15,GLOBAL CORP,Licencia Enterprise,Software,Sur,2,5000,0.01
2220,2024-05-12,DataSystems,Consultoría Hora,Servicios,Norte,1,150,0.05
2221,2024-01-12,TechSolutions Inc,Pack Seguridad,Software,Central,8,800,0.01
2222,2023-11-23,DataSystems,Servidor Dedicado,Hardware,Oeste,2,3500,0.01
2223,2023-01-25,DataSystems,Licencia Enterprise,Software,Central,2,5000,0.08
2224,2023-08-24,DATASYSTEMS,Soporte Premium,Servicios,Norte,9,1200,0.08
2225,2024-03-16,DataSystems,Licencia Enterprise,Software,Sur,4,5000,0.05
2226,2024-10-26,software house,Licencia Enterprise,Software,Oeste,4,5000,0.1
2227,2023-05-24,DATASYSTEMS,Soporte Premium,Servicios,Norte,4,1200,0.04
2228,2024-04-18,Global Corp,Consultoría Hora,Servicios,Este,1,150,0.1
2229,2024-02-12,SoftWare House,Licencia Enterprise,Software,Oeste,4,5000,0.07
2230,2023-03-23,GLOBAL CORP,Soporte Premium,Servicios,Este,7,1200,0.06
2231,2023-04-07,CloudNet,Licencia Enterprise,Software,Sur,5,5000,0.07
2232,2024-01-26,TechSolutions Inc,Pack Seguridad,Software,Sur,2,800,0.06
2233,2023-02-07,DataSystems,Licencia Enterprise,Software,Sur,8,5000,0.03
2234,2024-02-18,DataSystems,Soporte Premium,Servicios,Este,9,1200,0.1
2235,2024-09-12,DATASYSTEMS,Servidor Dedicado,Hardware,Oeste,9,3500,0.05
2236,2024-08-11,DATASYSTEMS,Consultoría Hora,Servicios,Central,2,150,0.08
2237,2024-03-07,SoftWare House,Soporte Premium,Servicios,Norte,1,1200,0.04
2238,2024-09-22,SOFTWARE HOUSE,Licencia Enterprise,Software,Sur,10,5000,0.04
2239,2023-03-04,GLOBAL CORP,Pack Seguridad,Software,Central,6,800,0.03
2240,2024-03-27,DATASYSTEMS,Licencia Enterprise,Software,Sur,4,5000,0.06
2241,2023-03-05,TECHSOLUTIONS INC,Soporte Premium,Servicios,Oeste,6,1200,0.05
2242,2024-03-25,Global Corp,Consultoría Hora,Servicios,Este,7,150,0.01
2243,2023-01-20,datasystems,Licencia Enterprise,Software,Este,1,5000,0.06
2244,2024-09-03,software house,Licencia Enterprise,Software,Este,5,5000,0.06
2245,2023-05-17,Global Corp,Soporte Premium,Servicios,Oeste,9,1200,0.07
2246,2023-07-20,Global Corp,Consultoría Hora,Servicios,Central,1,150,0.08
2247,2024-10-25,Global Corp,Servidor Dedicado,Hardware,Central,5,3500,0.02
2248,2024-11-21,datasystems,Consultoría Hora,Servicios,Oeste,8,150,0.04
2249,2023-11-06,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,2,1200,0.07
2250,2024-04-23,cloudnet,Servidor Dedicado,Hardware,Este,5,3500,0.07
2251,2023-11-24,DataSystems,Soporte Premium,Servicios,Central,2,1200,0.04
2252,2024-12-11,cloudnet,Servidor Dedicado,Hardware,Este,7,3500,0.01
2253,2023-09-07,CloudNet,Pack Seguridad,Software,Este,8,800,0.05
2254,2023-09-14,Global Corp,Consultoría Hora,Servicios,Este,4,150,0.06
2255,2024-08-05,TechSolutions Inc,Consultoría Hora,Servicios,Oeste,5,150,0.04
2256,2024-01-06,DATASYSTEMS,Pack Seguridad,Software,Este,5,800,0.03
2257,2023-07-11,CLOUDNET,Pack Seguridad,Software,Oeste,5,800,0.08
2258,2023-10-09,CloudNet,Pack Seguridad,Software,Central,7,800,0.05
2259,2024-03-14,software house,Consultoría Hora,Servicios,Norte,6,150,0.04
2260,2023-07-03,GLOBAL CORP,Servidor Dedicado,Hardware,Central,9,3500,0.1
2261,2023-08-16,DATASYSTEMS,Pack Seguridad,Software,Oeste,10,800,0.04
2262,2023-11-16,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,3,150,0.05
2263,2023-09-27,SOFTWARE HOUSE,Licencia Enterprise,Software,Este,6,5000,0.1
2264,2023-07-29,TechSolutions Inc,Pack Seguridad,Software,Sur,2,800,0.02
2265,2024-11-06,TechSolutions Inc,Pack Seguridad,Software,Norte,3,800,0.06
2266,2023-02-17,Global Corp,Servidor Dedicado,Hardware,Sur,9,3500,0.06
2267,2024-04-20,SoftWare House,Pack Seguridad,Software,Central,7,800,0.1
2268,2023-07-12,TechSolutions Inc,Consultoría Hora,Servicios,Este,2,150,0.05
2269,2024-07-16,datasystems,Licencia Enterprise,Software,Este,5,5000,0.06
2270,2023-09-28,techsolutions inc,Licencia Enterprise,Software,Central,4,5000,0.01
2271,2024-03-04,SoftWare House,Soporte Premium,Servicios,Este,5,1200,0.09
2272,2023-10-25,SOFTWARE HOUSE,Pack Seguridad,Software,Sur,3,800,0.09
2273,2023-05-19,global corp,Licencia Enterprise,Software,Central,8,5000,0.05
2274,2024-03-04,global corp,Pack Seguridad,Software,Central,6,800,0.01
2275,2024-01-23,global corp,Pack Seguridad,Software,Central,8,800,0.03
2276,2024-11-09,cloudnet,Servidor Dedicado,Hardware,Sur,9,3500,0.04
2277,2024-12-08,GLOBAL CORP,Soporte Premium,Servicios,Oeste,1,1200,0.07
2278,2024-12-22,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Central,10,3500,0.02
2279,2024-07-30,GLOBAL CORP,Consultoría Hora,Servicios,Central,3,150,0.07
2280,2024-02-29,Global Corp,Servidor Dedicado,Hardware,Este,10,3500,0.04
2281,2024-10-27,DATASYSTEMS,Servidor Dedicado,Hardware,Norte,5,3500,0.0
2282,2023-02-28,GLOBAL CORP,Soporte Premium,Servicios,Norte,3,1200,0.08
2283,2023-06-12,GLOBAL CORP,Consultoría Hora,Servicios,Norte,3,150,0.01
2284,2023-06-27,SoftWare House,Pack Seguridad,Software,Oeste,1,800,0.07
2285,2024-04-16,CloudNet,Consultoría Hora,Servicios,Sur,3,150,0.08
2286,2024-09-03,Global Corp,Pack Seguridad,Software,Este,7,800,0.03
2287,2024-03-02,CloudNet,Consultoría Hora,Servicios,Sur,6,150,0.04
2288,2023-06-13,CloudNet,Consultoría Hora,Servicios,Sur,4,150,0.07
2289,2024-05-22,CloudNet,Consultoría Hora,Servicios,Norte,4,150,0.0
2290,2024-03-25,SoftWare House,Consultoría Hora,Servicios,Sur,6,150,0.03
2291,2024-08-01,DataSystems,Soporte Premium,Servicios,Central,7,1200,0.02
2292,2023-10-05,DATASYSTEMS,Consultoría Hora,Servicios,Norte,7,150,0.01
2293,2023-07-16,TechSolutions Inc,Pack Seguridad,Software,Norte,9,800,0.1
2294,2024-07-24,CLOUDNET,Soporte Premium,Servicios,Sur,5,1200,0.0
2295,2024-05-08,software house,Licencia Enterprise,Software,Este,3,5000,0.09
2296,2023-12-16,cloudnet,Pack Seguridad,Software,Central,10,800,0.03
2297,2023-07-28,Global Corp,Licencia Enterprise,Software,Central,5,5000,0.03
2298,2023-07-26,datasystems,Pack Seguridad,Software,Central,1,800,0.05
2299,2024-04-10,techsolutions inc,Licencia Enterprise,Software,Oeste,4,5000,0.1
2300,2024-11-29,GLOBAL CORP,Servidor Dedicado,Hardware,Oeste,6,3500,0.04
2301,2023-11-28,datasystems,Soporte Premium,Servicios,Sur,2,1200,0.05
2302,2023-03-08,CloudNet,Pack Seguridad,Software,Sur,2,800,0.02
2303,2023-04-07,CLOUDNET,Licencia Enterprise,Software,Oeste,2,5000,0.09
2304,2024-10-21,techsolutions inc,Consultoría Hora,Servicios,Oeste,7,150,0.0
2305,2024-06-27,Global Corp,Soporte Premium,Servicios,Sur,9,1200,0.06
2306,2023-08-14,DataSystems,Servidor Dedicado,Hardware,Oeste,4,3500,0.01
2307,2024-03-13,DataSystems,Servidor Dedicado,Hardware,Norte,3,3500,0.06
2308,2023-11-11,global corp,Servidor Dedicado,Hardware,Norte,3,3500,0.05
2309,2024-10-26,SOFTWARE HOUSE,Licencia Enterprise,Software,Sur,3,5000,0.07
2310,2023-11-25,SoftWare House,Soporte Premium,Servicios,Sur,10,1200,0.01
2311,2023-08-02,TechSolutions Inc,Licencia Enterprise,Software,Oeste,9,5000,0.08
2312,2024-09-16,DATASYSTEMS,Licencia Enterprise,Software,Norte,2,5000,0.0
2313,2023-02-12,Global Corp,Licencia Enterprise,Software,Oeste,9,5000,0.1
2314,2023-04-19,SOFTWARE HOUSE,Consultoría Hora,Servicios,Central,9,150,0.01
2315,2024-02-20,software house,Soporte Premium,Servicios,Central,2,1200,0.0
2316,2024-07-23,SoftWare House,Licencia Enterprise,Software,Norte,6,5000,0.06
2317,2024-02-04,CLOUDNET,Licencia Enterprise,Software,Norte,9,5000,0.04
2318,2023-11-10,DataSystems,Licencia Enterprise,Software,Sur,6,5000,0.1
2319,2024-01-08,CloudNet,Consultoría Hora,Servicios,Oeste,5,150,0.07
2320,2024-09-26,TechSolutions Inc,Pack Seguridad,Software,Oeste,7,800,0.09
2321,2023-04-23,DataSystems,Licencia Enterprise,Software,Norte,4,5000,0.03
2322,2023-09-15,CloudNet,Servidor Dedicado,Hardware,Norte,10,3500,0.0
2323,2024-04-15,Global Corp,Servidor Dedicado,Hardware,Oeste,6,3500,0.02
2324,2024-09-03,GLOBAL CORP,Licencia Enterprise,Software,Oeste,2,5000,0.0
2325,2024-04-12,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,10,3500,0.1
2326,2023-01-21,DATASYSTEMS,Soporte Premium,Servicios,Este,8,1200,0.0
2327,2024-11-12,CloudNet,Servidor Dedicado,Hardware,Este,8,3500,0.07
2328,2024-12-26,datasystems,Pack Seguridad,Software,Norte,7,800,0.07
2329,2024-05-21,SoftWare House,Soporte Premium,Servicios,Norte,3,1200,0.04
2330,2023-10-04,Global Corp,Consultoría Hora,Servicios,Central,9,150,0.06
2331,2023-04-20,SoftWare House,Servidor Dedicado,Hardware,Central,4,3500,0.08
2332,2023-12-16,Global Corp,Pack Seguridad,Software,Sur,7,800,0.0
2333,2024-07-20,global corp,Soporte Premium,Servicios,Este,7,1200,0.05
2334,2024-10-30,DATASYSTEMS,Consultoría Hora,Servicios,Sur,1,150,0.0
2335,2023-06-08,CloudNet,Soporte Premium,Servicios,Oeste,6,1200,0.08
2336,2024-09-28,TECHSOLUTIONS INC,Licencia Enterprise,Software,Este,2,5000,0.07
2337,2023-04-26,CLOUDNET,Licencia Enterprise,Software,Sur,6,5000,0.04
2338,2024-12-27,CLOUDNET,Consultoría Hora,Servicios,Este,5,150,0.06
2339,2024-07-03,global corp,Servidor Dedicado,Hardware,Sur,3,3500,0.03
2340,2024-03-23,SOFTWARE HOUSE,Servidor Dedicado,Hardware,Este,6,3500,0.02
2341,2023-05-22,CloudNet,Soporte Premium,Servicios,Este,6,1200,0.07
2342,2024-03-03,Global Corp,Licencia Enterprise,Software,Sur,9,5000,0.0
2343,2024-06-12,CLOUDNET,Consultoría Hora,Servicios,Este,9,150,0.02
2344,2024-08-20,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Oeste,7,3500,0.01
2345,2024-08-21,SoftWare House,Consultoría Hora,Servicios,Este,1,150,0.09
2346,2023-07-03,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Este,9,150,0.05
2347,2024-08-03,SoftWare House,Pack Seguridad,Software,Norte,10,800,0.06
2348,2024-12-29,CloudNet,Licencia Enterprise,Software,Central,8,5000,0.03
2349,2023-09-23,DataSystems,Consultoría Hora,Servicios,Norte,10,150,0.02
2350,2023-09-17,techsolutions inc,Pack Seguridad,Software,Este,8,800,0.0
2351,2023-06-14,Global Corp,Soporte Premium,Servicios,Sur,5,1200,0.02
2352,2023-08-30,SoftWare House,Servidor Dedicado,Hardware,Central,3,3500,0.01
2353,2023-07-11,Global Corp,Licencia Enterprise,Software,Sur,2,5000,0.05
2354,2023-11-19,Global Corp,Licencia Enterprise,Software,Oeste,9,5000,0.05
2355,2024-05-08,CLOUDNET,Licencia Enterprise,Software,Norte,4,5000,0.04
2356,2024-01-09,DataSystems,Pack Seguridad,Software,Oeste,10,800,0.04
2357,2024-07-01,techsolutions inc,Licencia Enterprise,Software,Central,6,5000,0.04
2358,2024-11-06,DataSystems,Licencia Enterprise,Software,Central,5,5000,0.0
2359,2023-02-16,Global Corp,Servidor Dedicado,Hardware,Este,4,3500,0.07
2360,2023-01-13,CloudNet,Licencia Enterprise,Software,Este,6,5000,0.09
2361,2023-05-01,Global Corp,Licencia Enterprise,Software,Sur,6,5000,0.05
2362,2023-02-27,CloudNet,Pack Seguridad,Software,Oeste,3,800,0.02
2363,2023-02-17,SOFTWARE HOUSE,Consultoría Hora,Servicios,Oeste,3,150,0.08
2364,2024-03-22,software house,Licencia Enterprise,Software,Sur,4,5000,0.09
2365,2024-10-09,techsolutions inc,Pack Seguridad,Software,Norte,10,800,0.07
2366,2023-04-06,DataSystems,Consultoría Hora,Servicios,Sur,5,150,0.1
2367,2023-01-26,GLOBAL CORP,Soporte Premium,Servicios,Sur,1,1200,0.02
2368,2023-12-02,DATASYSTEMS,Pack Seguridad,Software,Este,5,800,0.08
2369,2024-02-17,DataSystems,Licencia Enterprise,Software,Sur,10,5000,0.08
2370,2023-01-23,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,8,1200,0.1
2371,2024-02-08,SoftWare House,Servidor Dedicado,Hardware,Norte,2,3500,0.07
2372,2023-01-02,software house,Soporte Premium,Servicios,Central,9,1200,0.06
2373,2023-10-21,Global Corp,Soporte Premium,Servicios,Sur,2,1200,0.01
2374,2023-11-30,cloudnet,Licencia Enterprise,Software,Este,4,5000,0.09
2375,2023-01-26,Global Corp,Servidor Dedicado,Hardware,Central,5,3500,0.08
2376,2023-01-02,TechSolutions Inc,Servidor Dedicado,Hardware,Central,4,3500,0.09
2377,2023-09-30,TechSolutions Inc,Licencia Enterprise,Software,Central,3,5000,0.02
2378,2024-05-15,datasystems,Pack Seguridad,Software,Sur,2,800,0.05
2379,2024-11-23,software house,Licencia Enterprise,Software,Oeste,3,5000,0.1
2380,2023-02-13,CloudNet,Servidor Dedicado,Hardware,Central,1,3500,0.04
2381,2024-05-25,DataSystems,Consultoría Hora,Servicios,Central,10,150,0.05
2382,2023-02-03,TechSolutions Inc,Soporte Premium,Servicios,Sur,2,1200,0.07
2383,2023-09-18,SoftWare House,Pack Seguridad,Software,Oeste,8,800,0.03
2384,2024-07-23,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,3,3500,0.03
2385,2024-05-14,TECHSOLUTIONS INC,Pack Seguridad,Software,Este,9,800,0.04
2386,2023-04-01,Global Corp,Pack Seguridad,Software,Oeste,8,800,0.05
2387,2023-09-16,CloudNet,Licencia Enterprise,Software,Este,7,5000,0.01
2388,2024-12-14,DATASYSTEMS,Soporte Premium,Servicios,Sur,4,1200,0.09
2389,2024-07-13,software house,Soporte Premium,Servicios,Sur,9,1200,0.1
2390,2024-09-01,CloudNet,Consultoría Hora,Servicios,Norte,6,150,0.06
2391,2024-08-11,DATASYSTEMS,Licencia Enterprise,Software,Sur,7,5000,0.0
2392,2024-07-24,techsolutions inc,Licencia Enterprise,Software,Este,4,5000,0.07
2393,2023-01-21,datasystems,Pack Seguridad,Software,Norte,7,800,0.06
2394,2024-06-14,SoftWare House,Licencia Enterprise,Software,Central,9,5000,0.06
2395,2024-10-11,DATASYSTEMS,Soporte Premium,Servicios,Sur,7,1200,0.05
2396,2024-08-15,DATASYSTEMS,Licencia Enterprise,Software,Sur,1,5000,0.07
2397,2024-10-30,DataSystems,Soporte Premium,Servicios,Oeste,1,1200,0.05
2398,2024-04-25,techsolutions inc,Pack Seguridad,Software,Oeste,2,800,0.08
2399,2024-09-11,CloudNet,Servidor Dedicado,Hardware,Este,10,3500,0.02
2400,2024-03-24,TECHSOLUTIONS INC,Servidor Dedicado,Hardware,Norte,6,3500,0.06
2401,2024-07-14,cloudnet,Servidor Dedicado,Hardware,Oeste,7,3500,0.01
2402,2023-06-24,Global Corp,Consultoría Hora,Servicios,Norte,9,150,0.04
2403,2023-03-23,techsolutions inc,Pack Seguridad,Software,Central,2,800,0.01
2404,2024-01-12,CloudNet,Consultoría Hora,Servicios,Este,5,150,0.02
2405,2023-07-25,GLOBAL CORP,Servidor Dedicado,Hardware,Sur,6,3500,0.0
2406,2023-10-08,CloudNet,Servidor Dedicado,Hardware,Central,6,3500,0.02
2407,2024-10-28,techsolutions inc,Soporte Premium,Servicios,Central,1,1200,0.09
2408,2023-03-25,Global Corp,Pack Seguridad,Software,Central,8,800,0.04
2409,2024-09-13,techsolutions inc,Licencia Enterprise,Software,Central,1,5000,0.06
2410,2023-03-27,CLOUDNET,Pack Seguridad,Software,Oeste,9,800,0.02
2411,2023-07-09,global corp,Servidor Dedicado,Hardware,Central,1,3500,0.0
2412,2023-08-10,CloudNet,Licencia Enterprise,Software,Oeste,9,5000,0.0
2413,2023-09-15,SoftWare House,Servidor Dedicado,Hardware,Central,10,3500,0.09
2414,2024-06-21,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,2,3500,0.04
2415,2023-03-10,DataSystems,Consultoría Hora,Servicios,Oeste,3,150,0.06
2416,2024-10-03,TECHSOLUTIONS INC,Soporte Premium,Servicios,Norte,4,1200,0.06
2417,2024-12-07,cloudnet,Soporte Premium,Servicios,Central,8,1200,0.02
2418,2024-02-21,SOFTWARE HOUSE,Licencia Enterprise,Software,Oeste,9,5000,0.04
2419,2023-06-18,CLOUDNET,Pack Seguridad,Software,Este,8,800,0.07
2420,2023-11-10,cloudnet,Soporte Premium,Servicios,Oeste,1,1200,0.06
2421,2023-01-28,global corp,Soporte Premium,Servicios,Norte,1,1200,0.05
2422,2023-04-15,Global Corp,Consultoría Hora,Servicios,Central,6,150,0.01
2423,2023-12-19,SOFTWARE HOUSE,Pack Seguridad,Software,Este,9,800,0.06
2424,2023-07-07,Global Corp,Pack Seguridad,Software,Sur,3,800,0.01
2425,2024-01-16,software house,Pack Seguridad,Software,Central,4,800,0.08
2426,2024-08-11,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Central,9,150,0.09
2427,2024-10-20,CLOUDNET,Licencia Enterprise,Software,Norte,1,5000,0.08
2428,2024-09-16,DataSystems,Consultoría Hora,Servicios,Sur,8,150,0.02
2429,2023-03-09,DataSystems,Consultoría Hora,Servicios,Sur,2,150,0.09
2430,2023-04-26,datasystems,Pack Seguridad,Software,Oeste,7,800,0.08
2431,2024-09-13,SoftWare House,Consultoría Hora,Servicios,Oeste,8,150,0.08
2432,2024-11-09,DataSystems,Licencia Enterprise,Software,Oeste,1,5000,0.06
2433,2024-12-23,SoftWare House,Consultoría Hora,Servicios,Central,9,150,0.07
2434,2024-03-12,Global Corp,Servidor Dedicado,Hardware,Norte,7,3500,0.0
2435,2024-03-12,software house,Servidor Dedicado,Hardware,Sur,1,3500,0.01
2436,2024-05-29,TECHSOLUTIONS INC,Pack Seguridad,Software,Central,9,800,0.04
2437,2024-07-01,Global Corp,Consultoría Hora,Servicios,Sur,4,150,0.07
2438,2023-03-22,global corp,Licencia Enterprise,Software,Sur,5,5000,0.04
2439,2023-05-08,DATASYSTEMS,Licencia Enterprise,Software,Este,3,5000,0.03
2440,2024-03-27,CloudNet,Soporte Premium,Servicios,Sur,5,1200,0.0
2441,2023-12-06,SoftWare House,Pack Seguridad,Software,Norte,2,800,0.06
2442,2024-11-04,DataSystems,Pack Seguridad,Software,Oeste,3,800,0.04
2443,2024-09-17,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,9,3500,0.08
2444,2024-09-02,SOFTWARE HOUSE,Consultoría Hora,Servicios,Oeste,6,150,0.02
2445,2023-03-12,software house,Pack Seguridad,Software,Sur,1,800,0.03
2446,2024-01-14,DATASYSTEMS,Consultoría Hora,Servicios,Norte,5,150,0.06
2447,2024-11-16,global corp,Consultoría Hora,Servicios,Este,9,150,0.08
2448,2023-07-13,Global Corp,Soporte Premium,Servicios,Sur,3,1200,0.07
2449,2023-12-26,techsolutions inc,Servidor Dedicado,Hardware,Oeste,10,3500,0.07
2450,2023-04-21,CloudNet,Pack Seguridad,Software,Este,6,800,0.02
2451,2023-04-05,Global Corp,Soporte Premium,Servicios,Sur,9,1200,0.05
2452,2024-06-09,TechSolutions Inc,Soporte Premium,Servicios,Oeste,6,1200,0.01
2453,2024-01-13,TECHSOLUTIONS INC,Pack Seguridad,Software,Sur,9,800,0.02
2454,2023-07-03,TECHSOLUTIONS INC,Consultoría Hora,Servicios,Este,8,150,0.04
2455,2024-02-07,TECHSOLUTIONS INC,Licencia Enterprise,Software,Central,3,5000,0.05
2456,2024-06-04,CLOUDNET,Servidor Dedicado,Hardware,Oeste,8,3500,0.07
2457,2023-02-24,DataSystems,Soporte Premium,Servicios,Este,7,1200,0.05
2458,2024-09-05,TechSolutions Inc,Soporte Premium,Servicios,Norte,8,1200,0.05
2459,2023-04-18,GLOBAL CORP,Pack Seguridad,Software,Este,9,800,0.06
2460,2023-08-19,CloudNet,Pack Seguridad,Software,Este,6,800,0.06
2461,2023-12-07,GLOBAL CORP,Pack Seguridad,Software,Sur,7,800,0.07
2462,2023-01-10,GLOBAL CORP,Licencia Enterprise,Software,Norte,9,5000,0.02
2463,2024-11-16,techsolutions inc,Pack Seguridad,Software,Sur,9,800,0.08
2464,2023-11-10,datasystems,Licencia Enterprise,Software,Sur,2,5000,0.07
2465,2023-09-05,global corp,Servidor Dedicado,Hardware,Norte,1,3500,0.01
2466,2023-05-04,techsolutions inc,Consultoría Hora,Servicios,Central,10,150,0.02
2467,2023-01-18,TechSolutions Inc,Soporte Premium,Servicios,Norte,2,1200,0.01
2468,2024-01-11,techsolutions inc,Licencia Enterprise,Software,Central,10,5000,0.03
2469,2024-11-01,DataSystems,Pack Seguridad,Software,Norte,4,800,0.09
2470,2023-05-03,CloudNet,Pack Seguridad,Software,Central,7,800,0.1
2471,2023-06-24,global corp,Soporte Premium,Servicios,Oeste,10,1200,0.05
2472,2023-04-14,Global Corp,Soporte Premium,Servicios,Central,6,1200,0.05
2473,2024-02-05,CloudNet,Licencia Enterprise,Software,Norte,7,5000,0.03
2474,2024-04-11,CloudNet,Soporte Premium,Servicios,Norte,6,1200,0.06
2475,2024-06-14,SoftWare House,Servidor Dedicado,Hardware,Norte,9,3500,0.02
2476,2023-01-04,GLOBAL CORP,Pack Seguridad,Software,Norte,4,800,0.07
2477,2023-06-01,Global Corp,Consultoría Hora,Servicios,Oeste,7,150,0.05
2478,2024-07-18,TechSolutions Inc,Soporte Premium,Servicios,Oeste,6,1200,0.05
2479,2024-12-01,CloudNet,Licencia Enterprise,Software,Central,1,5000,0.02
2480,2024-11-15,TechSolutions Inc,Soporte Premium,Servicios,Oeste,7,1200,0.0
2481,2024-05-01,CloudNet,Pack Seguridad,Software,Oeste,6,800,0.07
2482,2023-06-29,DataSystems,Pack Seguridad,Software,Central,3,800,0.03
2483,2023-04-17,DataSystems,Consultoría Hora,Servicios,Sur,8,150,0.03
2484,2023-10-19,global corp,Soporte Premium,Servicios,Este,3,1200,0.05
2485,2023-05-19,Global Corp,Licencia Enterprise,Software,Oeste,8,5000,0.07
2486,2024-09-06,DataSystems,Consultoría Hora,Servicios,Norte,5,150,0.09
2487,2023-02-15,techsolutions inc,Soporte Premium,Servicios,Sur,10,1200,0.09
2488,2023-01-09,software house,Consultoría Hora,Servicios,Central,6,150,0.09
2489,2024-04-22,TECHSOLUTIONS INC,Licencia Enterprise,Software,Sur,6,5000,0.08
2490,2023-02-01,CloudNet,Licencia Enterprise,Software,Este,7,5000,0.02
2491,2024-08-23,GLOBAL CORP,Consultoría Hora,Servicios,Oeste,2,150,0.05
2492,2023-08-22,techsolutions inc,Pack Seguridad,Software,Sur,4,800,0.1
2493,2024-03-07,global corp,Consultoría Hora,Servicios,Norte,3,150,0.03
2494,2023-04-24,TechSolutions Inc,Pack Seguridad,Software,Este,1,800,0.08
2495,2023-05-28,CloudNet,Consultoría Hora,Servicios,Central,1,150,0.03
2496,2024-01-02,global corp,Servidor Dedicado,Hardware,Este,2,3500,0.08
2497,2023-01-07,datasystems,Soporte Premium,Servicios,Oeste,8,1200,0.09
2498,2024-09-24,TechSolutions Inc,Servidor Dedicado,Hardware,Norte,5,3500,0.02
2499,2023-03-12,CLOUDNET,Consultoría Hora,Servicios,Este,8,150,0.04
2500,2023-01-05,TECHSOLUTIONS INC,Licencia Enterprise,Software,Oeste,8,5000,0.06
2501,2024-01-24,CloudNet,Soporte Premium,Servicios,Central,6,1200,0.02
2502,2023-02-27,SOFTWARE HOUSE,Licencia Enterprise,Software,Norte,3,5000,0.03
2503,2024-05-21,DataSystems,Soporte Premium,Servicios,Este,2,1200,0.06
2504,2023-01-19,TechSolutions Inc,Servidor Dedicado,Hardware,Sur,6,3500,0.07
2505,2024-06-06,DATASYSTEMS,Consultoría Hora,Servicios,Sur,10,150,0.07
2506,2023-10-21,TechSolutions Inc,Pack Seguridad,Software,Oeste,9,800,0.01
2507,2024-05-09,datasystems,Consultoría Hora,Servicios,Sur,4,150,0.08
2508,2023-06-29,TECHSOLUTIONS INC,Soporte Premium,Servicios,Central,5,1200,0.07
2509,2024-01-21,Global Corp,Consultoría Hora,Servicios,Sur,5,150,0.09
2510,2024-05-12,SoftWare House,Consultoría Hora,Servicios,Este,9,150,0.09
2511,2024-06-06,TechSolutions Inc,Pack Seguridad,Software,Este,1,800,0.02
2512,2023-11-17,GLOBAL CORP,Servidor Dedicado,Hardware,Central,1,3500,0.07
2513,2024-10-19,CloudNet,Servidor Dedicado,Hardware,Norte,10,3500,0.1
2514,2024-12-27,CloudNet,Consultoría Hora,Servicios,Central,10,150,0.05
2515,2023-05-12,SoftWare House,Licencia Enterprise,Software,Central,1,5000,0.03
